census_tract,long,lat,Applications,One.to.Four.Unit,loan_type,mfrd,year,Hispanic,N.Hispanic,Native,Asian,Black,Pacific,White,Race_Other,Male,Female,Accepted,Denied,Action_Other,Purchase,Improvement,Purpose_Other,Lien.First,Lien.Sub,Med.Spread,Stdv.Spread,Hoepa,Med.Income,Stdv.Income,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,Stdv.Loan,Med.Loan,loan.return,app.growth
45041001400,-79.78043019,34.15686475,372,372,Conventional,2,2018,10,397,1,9,87,0,316,90,206,222,246,64,62,207,16,149,334,38,0.593,0.960839195,372,66,70.38194522,7771,31.28,53800,168,2365,2797,181.8249432,145,-2.684563758,3.910614525
45041001503,-79.90340397,34.15639963,200,199,Conventional,12,2018,2,199,1,10,57,2,132,62,130,80,143,30,27,142,3,55,192,8,0.592,1.195059783,200,71,63.02133982,3793,43.08,53800,121,1127,1356,302.5843418,200,8.695652174,9.289617486
45041001504,-79.84018918,34.13178065,277,277,Conventional,27,2018,10,293,5,14,110,0,187,80,174,148,192,45,40,175,12,90,259,18,0.8484,79.73853796,277,62,85.59912237,5566,44.52,53800,114,1725,2346,116.9989028,145,-1.360544218,-4.810996564
45041001505,-79.7823751,34.08974417,130,130,Conventional,14,2018,2,135,1,0,42,0,96,36,82,65,79,28,23,70,7,53,117,13,0.9625,1.630436927,130,51.5,40.82869008,4695,39.83,53800,110,1119,1661,60.57289601,115,-10.15625,-22.61904762
45041001506,-79.83661458,34.06460085,43,43,Conventional,27,2018,0,38,0,0,11,0,35,9,26,20,17,18,8,34,1,8,41,2,2.1105,1.883617282,43,59.5,35.31488107,1997,33.8,53800,90,649,840,52.90770082,95,21.79487179,-18.86792453
45041001601,-79.72807923,34.12847512,267,265,Conventional,42,2018,13,267,2,0,139,1,150,62,143,153,150,69,48,174,10,83,244,23,0.97,1.565279171,267,49,34.56233931,6894,63.61,53800,107,1688,2309,129.8120675,105,-7.894736842,-16.82242991
45041001602,-79.67341708,34.05166667,103,102,Conventional,23,2018,2,111,2,1,11,0,101,26,70,48,62,30,11,52,4,47,98,5,1.357,1.860123452,103,49,173.7277495,5312,37.5,53800,117,1330,1923,72.47783358,95,-3.06122449,-32.67973856
45041001700,-79.58135472,34.09394465,67,67,Conventional,20,2018,0,74,0,1,29,0,52,12,50,38,36,19,12,37,5,25,59,8,0.9415,2.162991167,67,67,73.06588837,2662,46.32,53800,107,861,1114,115.7863017,115,25,3.076923077
45041001800,-79.58016363,33.93909486,73,73,Conventional,19,2018,6,85,0,0,19,0,71,11,46,49,35,22,16,36,5,32,68,5,0.8995,2.439783077,73,51,46.71269105,3636,41.45,53800,96,1009,1517,51.62982926,75,-2.597402597,-23.15789474
45041001900,-79.47180271,33.8425499,128,128,Conventional,45,2018,5,147,3,0,29,0,131,21,85,82,57,39,32,79,4,45,123,5,1.2771,1.763648795,128,59,45.69199344,6172,32.99,53800,82,1681,2579,62.2383796,95,-4.04040404,-6.569343066
45041002000,-79.67232675,33.87556861,75,74,Conventional,23,2018,4,86,1,0,29,0,66,12,59,34,37,18,20,43,4,28,72,3,0.909,1.267147468,75,53,66.32878141,3938,41.77,53800,79,989,1671,74.51633837,75,19.04761905,4.166666667
45041002201,-79.7884806,33.8669982,76,76,Conventional,7,2018,0,70,1,2,34,0,35,19,33,42,41,24,11,39,2,35,70,6,1.0505,1.738484661,76,36,74.57834869,5266,82.34,53800,65,937,2261,75.96709814,75,10.29411765,-17.39130435
45041002202,-79.71597607,33.84011836,75,75,Conventional,3,2018,2,69,0,0,26,0,47,25,36,37,42,17,16,34,3,38,70,5,0.574,0.755136459,75,53,32.84327943,3911,64.48,53800,108,914,1413,50.96616083,105,44.82758621,-1.315789474
45041002300,-79.74530101,33.9788341,99,99,Conventional,35,2018,2,110,0,0,10,0,105,19,61,58,62,20,17,55,2,42,96,3,0.8847,2.288885389,99,56,69.10902713,3288,15.6,53800,76,1044,1651,77.87464887,75,7.142857143,-23.25581395
45041002400,-79.87662925,33.93327251,78,78,Conventional,25,2018,2,85,0,0,23,0,72,14,54,40,40,22,16,51,2,25,72,6,1.1815,1.804392836,78,48,36.55671705,3864,37.27,53800,100,999,1571,71.00733266,75,7.913669065,-15.2173913
45041002500,-79.94441594,34.05662212,76,76,Conventional,28,2018,0,80,0,0,16,0,71,17,46,42,45,26,5,56,1,19,75,1,0.976,1.072674959,76,59,39.30002111,2961,41.95,53800,129,732,1268,90.57118941,105,48.93617021,0
45041002600,-79.91352907,34.09136781,66,66,Conventional,26,2018,1,70,1,2,25,1,51,19,43,38,32,20,14,40,1,25,63,3,1.41,2.247498916,66,40,23.08678621,3569,67.95,53800,84,854,1590,67.63952169,75,3.448275862,-10.81081081
45043920100,-79.33620802,33.67161816,89,89,Conventional,52,2018,8,71,0,1,37,0,58,29,41,62,45,27,17,56,1,32,85,4,1.681,2.080551846,89,43.5,38.39135583,3556,51.12,48300,86,1042,1431,60.2550334,85,13.33333333,18.66666667
45043920201,-79.48569138,33.40643507,115,115,Conventional,25,2018,1,122,0,0,31,0,98,24,77,57,52,40,23,63,5,47,105,10,1.15,1.628993193,115,47,37.40430041,5162,45.29,48300,96,1371,2225,67.4626772,85,-3.95480226,12.74509804
45043920202,-79.47561541,33.50518071,55,55,Conventional,14,2018,1,64,1,0,11,0,52,12,39,30,28,24,3,29,2,24,50,5,0.614,0.914226546,55,42,38.36985808,2451,54.02,48300,67,514,987,99.91646342,95,-3.553299492,19.56521739
45043920301,-79.36787894,33.4667592,118,118,Conventional,20,2018,5,127,0,0,39,0,102,26,75,66,66,35,17,72,5,41,113,5,0.4919,2.077015055,118,59,62.59543573,5040,48.85,48300,113,1456,2124,113.6398506,160,63.26530612,-24.35897436
45043920302,-79.27258746,33.39043624,171,171,Conventional,0,2018,1,171,1,2,16,1,169,61,100,94,107,24,40,84,19,68,154,17,0.541,1.025508831,171,72,95.22702646,2459,22.9,48300,131,803,1427,103.220585,145,-4.605263158,26.66666667
45043920400,-79.22637557,33.55636167,115,115,Conventional,40,2018,0,111,0,0,61,0,62,34,72,55,62,37,16,75,5,35,111,4,1.355,1.913396486,115,50,41.78112464,2857,66.43,48300,83,866,1398,72.85995888,115,43.75,45.56962025
45043920501,-79.04358236,33.56046154,457,457,Conventional,15,2018,7,535,1,4,11,0,552,131,334,249,326,71,60,262,18,177,422,35,0.344,0.879130798,457,100,237.1482051,5209,5.72,48300,153,1746,2532,228.6071769,215,-3.587443946,10.65375303
45043920502,-79.07821377,33.526042,162,161,Conventional,24,2018,1,195,0,0,8,1,188,48,105,94,102,29,31,103,9,50,151,11,0.325,0.737041607,162,90.5,104.6269269,3901,14.61,48300,116,1385,2036,317.668623,175,0.574712644,-12.90322581
45043920503,-79.12380318,33.47928304,458,458,Conventional,16,2018,6,536,6,1,21,0,533,157,308,283,315,63,80,262,21,175,404,54,0.3575,0.803327459,458,85,119.9256294,5610,19.25,48300,158,1874,2837,159.998819,175,-18.98148148,0.659340659
45043920504,-79.1878983,33.41843013,452,452,Conventional,5,2018,12,539,2,1,14,0,549,136,303,282,292,76,84,237,24,191,401,51,0.381,0.984442915,452,88,85.53674764,5216,20.09,48300,148,1741,2434,135.6780062,205,0,19.26121372
45043920505,-79.20054423,33.33519266,479,479,Conventional,8,2018,2,586,1,1,16,1,591,134,335,282,345,64,70,268,17,194,429,50,0.247,0.971181053,479,128.5,285.872363,3938,7.87,48300,205,1543,4100,281.4857284,255,-7.272727273,8.616780045
45043920600,-79.33010311,33.39370056,126,126,Conventional,29,2018,8,123,1,1,52,0,87,41,76,76,59,46,21,73,5,48,119,7,0.6922,1.543349878,126,42,40.56228725,6202,71.09,48300,83,1582,2595,57.20367399,95,23.37662338,-13.10344828
45043920700,-79.32700979,33.31920297,176,176,Conventional,5,2018,1,176,0,0,44,0,145,50,113,86,91,45,40,97,16,63,157,19,0.604,0.786826607,176,58,40.54580161,5532,44.45,48300,112,1196,1994,66.39590036,125,13.12217195,-13.7254902
45043920800,-79.42665676,33.27252929,88,88,Conventional,46,2018,4,83,0,0,59,0,44,20,59,46,20,48,20,49,10,29,85,3,2.094,2.036888823,88,41,83.88029862,3439,58.27,48300,89,987,1543,96.61343704,95,10.46511628,-16.98113208
45045000100,-82.38917995,34.85661232,67,66,Conventional,1,2018,1,69,1,0,0,0,73,15,39,33,47,10,10,34,5,28,53,14,0.226,1.255063723,67,105,131.0052996,2111,35.29,64200,167,281,550,4875.510796,205,-7.657657658,-25.55555556
45045000200,-82.3968021,34.84842579,78,76,Conventional,2,2018,0,92,0,6,5,0,81,16,62,32,57,10,11,49,3,26,69,9,0.282,0.645494316,78,211.5,235.5270918,941,13.28,64200,215,188,174,3394.33497,265,-8.145580589,11.42857143
45045000400,-82.40023971,34.83798233,83,82,Conventional,0,2018,0,79,0,0,2,0,80,30,42,38,66,8,9,41,8,34,70,13,0.291,0.952193697,83,172,164.4258048,1103,24.75,64200,184,275,427,1739.183127,195,-15.94827586,27.69230769
45045000500,-82.41152862,34.83767158,88,88,Conventional,0,2018,2,74,1,4,12,0,65,42,42,41,64,14,10,56,5,27,81,7,0.372,0.766741025,88,115.5,93.93861308,1505,73.49,64200,58,217,583,111.7234022,205,0.244498778,22.22222222
45045000700,-82.41299805,34.84983356,87,87,Conventional,1,2018,3,82,0,1,13,0,73,33,50,44,61,11,15,61,2,24,82,5,0.235,1.697752714,87,149,202.2777949,1981,72.99,64200,38,261,682,207.5766799,265,-7.01754386,-17.14285714
45045000800,-82.42711383,34.8493143,23,23,Conventional,0,2018,1,19,0,0,8,0,12,6,11,11,15,7,1,10,3,10,19,4,0.59,0.594969356,23,42,78.57710802,1308,86.39,64200,33,115,515,158.9441446,105,-16.66666667,-14.81481481
45045000900,-82.40982328,34.86075757,36,36,Conventional,0,2018,1,35,0,2,3,0,34,13,27,13,19,9,8,21,3,12,30,6,0.186,0.64861144,36,84,102.5505973,1287,75.76,64200,55,124,500,150.5629647,180,-26.82926829,-38.98305085
45045001000,-82.40024817,34.86064041,123,122,Conventional,0,2018,3,104,0,0,7,0,104,55,62,54,99,13,11,60,16,47,101,22,0.2935,1.217975794,123,110.5,262.8366047,2198,28.89,64200,127,432,794,174.3088635,185,-26.58730159,9.821428571
45045001101,-82.37887004,34.87862442,312,310,Conventional,0,2018,8,336,0,7,2,1,338,91,180,176,228,32,52,161,31,120,268,44,0.3895,1.047559797,312,83.5,98.22844111,3793,16.95,64200,137,1219,1733,159.6979459,205,1.990049751,15.98513011
45045001102,-82.39243004,34.86927472,121,121,Conventional,0,2018,4,112,1,3,0,0,113,53,66,60,94,13,14,62,6,53,100,21,0.188,1.033469093,121,110,79.95560222,1910,16.49,64200,188,519,829,151.5412553,245,-3.162055336,13.08411215
45045001203,-82.36474597,34.87094856,24,23,Conventional,0,2018,0,24,0,1,0,0,25,4,17,9,20,3,1,11,3,10,20,4,0.356,1.015246566,24,94.5,36.6907417,2995,17.16,64200,104,129,269,182.9528331,150,-23.85786802,-25
45045001204,-82.36790121,34.85867185,159,157,Conventional,0,2018,12,133,1,3,8,0,132,70,79,72,108,24,27,88,19,52,137,22,0.388,0.81650064,159,64.5,52.91396265,2645,32.67,64200,83,459,852,2218.011011,165,8.552631579,11.18881119
45045001205,-82.37728866,34.86317937,48,48,Conventional,1,2018,3,49,0,0,1,0,52,9,27,28,34,7,7,25,9,14,38,10,0.382,1.067463349,48,65.5,123.7869406,1246,41.97,64200,88,222,466,93.26024557,140,-23.70572207,4.347826087
45045001302,-82.36060769,34.83435932,159,159,Conventional,0,2018,3,169,0,0,7,0,167,44,95,87,123,13,23,101,18,40,137,22,0.494,0.82389154,159,67.5,73.37276191,1516,15.96,64200,107,495,760,86.60823969,165,-3.50877193,32.5
45045001400,-82.37802616,34.81969619,194,193,Conventional,0,2018,6,194,1,0,6,0,193,91,117,89,149,16,29,93,15,86,157,37,0.2,1.223344867,194,120,282.3169937,3574,13.63,64200,207,1039,1440,316.7571661,235,-28.0245023,29.33333333
45045001501,-82.3970681,34.81922138,339,339,Conventional,0,2018,1,413,0,0,6,0,415,108,221,211,266,34,39,178,33,128,284,55,0.125,0.910043894,339,127,98.8330023,3928,8.88,64200,176,1256,1717,197.3028853,285,-14.41441441,22.38267148
45045001502,-82.38379107,34.8028511,68,67,Conventional,0,2018,1,53,0,1,25,0,32,29,28,29,35,21,12,27,7,34,60,8,0.208,1.008435679,68,51,39.91500404,2620,84.85,64200,38,458,1022,90.0750833,90,25,-10.52631579
45045001600,-82.36150541,34.90729272,272,271,Conventional,1,2018,9,311,2,6,11,0,311,82,177,169,185,37,50,117,21,134,226,46,0.452,1.340729038,272,72,54.41182485,5037,15.86,64200,123,1427,1964,144.5245446,165,-3.50877193,-0.366300366
45045001700,-82.35122711,34.89607557,153,152,Conventional,2,2018,9,150,2,5,3,0,148,54,87,73,102,29,22,72,8,73,138,15,0.617,0.934930403,153,56,52.3791383,4199,37.68,64200,77,790,1614,71.41506703,105,-3.225806452,34.21052632
45045001803,-82.32511292,34.90070145,205,204,Conventional,0,2018,14,179,0,19,8,0,173,57,124,94,134,32,39,99,19,87,182,23,0.724,0.843142351,205,45,34.19918066,4241,30.35,64200,78,1088,1573,756.2707942,125,10.13215859,16.47727273
45045001804,-82.31618825,34.88659584,317,317,Conventional,0,2018,23,365,3,33,7,1,358,77,214,194,219,37,61,189,20,108,277,40,0.4475,1.054450415,317,70,54.63635781,4106,20.04,64200,106,1073,1341,82.67478209,175,-1.129943503,79.0960452
45045001805,-82.3434954,34.88120591,266,266,Conventional,0,2018,7,286,0,4,9,1,280,78,168,138,186,34,46,122,21,123,215,51,0.417,1.100543055,266,80,75.12941817,4067,11.88,64200,111,1404,1732,104.312087,175,-7.894736842,19.28251121
45045001807,-82.31477429,34.87291751,192,192,Conventional,0,2018,10,204,1,5,10,0,199,59,126,102,132,34,26,76,25,91,151,41,0.496,1.428491604,192,75,75.76169555,5378,21.68,64200,125,1309,1597,120.8000232,155,-8.284023669,-3.03030303
45045001808,-82.3286836,34.84494892,4,3,Conventional,0,2018,0,1,0,0,0,0,3,2,1,2,4,0,0,4,0,0,4,0,0.076,0.080610173,4,127,103.2375901,4015,43.49,64200,100,82,418,10679.17717,340,30.76923077,-20
45045001809,-82.33923503,34.86717662,114,109,Conventional,0,2018,5,110,1,0,1,0,113,36,56,71,84,14,16,81,5,28,105,9,0.4597,0.676417877,114,67,141.0782235,3202,29.42,64200,93,469,662,2039.338002,145,1.754385965,11.76470588
45045001810,-82.34811299,34.86173853,87,85,Conventional,2,2018,4,84,3,1,3,0,81,27,33,55,52,10,25,54,7,26,79,8,0.499,1.074194302,87,63,51.51849338,3723,57.7,64200,76,376,715,775.8699664,125,1.62601626,12.98701299
45045001900,-82.34292968,34.82106053,395,393,Conventional,0,2018,8,465,1,11,17,0,458,124,265,226,304,53,38,214,39,142,330,65,0.178,0.976737572,395,124,202.5367247,5266,20.34,64200,195,1506,1772,1858.883733,275,-14.33021807,15.16034985
45045002001,-82.39532924,34.78770566,61,61,Conventional,0,2018,6,56,0,1,39,0,20,22,35,29,26,22,13,26,6,29,54,7,1.051,3.143565397,61,46.5,41.72174975,3287,93.85,64200,57,458,966,45.09916215,95,7.344632768,-7.575757576
45045002003,-82.40628566,34.769809,127,125,FHA-insured,14,2018,11,108,0,1,68,0,51,34,59,68,70,25,32,90,7,30,117,10,1.2615,0.790274517,127,37.5,44.3847116,4513,79.57,64200,52,634,1701,64.19742858,115,1.769911504,16.51376147
45045002005,-82.37278024,34.78298072,139,139,Conventional,5,2018,12,96,1,1,46,0,68,64,64,59,73,27,39,73,6,60,134,5,1.15,1.296655367,139,39.5,50.39336338,4061,78.63,64200,57,655,1344,46.67642182,105,12.90322581,32.38095238
